No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
105,28.743558699999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-36dBm,,,"QoS Data, SN=955, FN=0, Flags=.p....F."
110,29.446124499999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-29dBm,,,"QoS Data, SN=956, FN=0, Flags=.p..R.F."
115,30.40625929999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-38dBm,,,"QoS Data, SN=957, FN=0, Flags=.p..R.F."
116,31.263900599999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-33dBm,,,"QoS Data, SN=958, FN=0, Flags=.p..R.F."
121,31.47486689999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-46dBm,,,"QoS Data, SN=959, FN=0, Flags=.p....F."
124,32.612076599999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-44dBm,,,"QoS Data, SN=960, FN=0, Flags=.p..R.F."
128,34.1205235,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-30dBm,,,"QoS Data, SN=961, FN=0, Flags=.p..R.F."
132,36.0481951,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-46dBm,,,"QoS Data, SN=962, FN=0, Flags=.p....F."
134,37.2002029,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-33dBm,,,"QoS Data, SN=963, FN=0, Flags=.p....F."
136,38.4888818,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-37dBm,,,"QoS Data, SN=964, FN=0, Flags=.p..R.F."
138,38.536504900000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-26dBm,,,"QoS Data, SN=965, FN=0, Flags=.p....F."
141,38.613207,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-46dBm,,,"QoS Data, SN=966, FN=0, Flags=.p..R.F."
145,39.3359505,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-49dBm,,,"QoS Data, SN=967, FN=0, Flags=.p....F."
150,39.6608086,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-36dBm,,,"QoS Data, SN=968, FN=0, Flags=.p....F."
153,41.1745904,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-56dBm,,,"QoS Data, SN=969, FN=0, Flags=.p....F."
154,42.9057684,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-21dBm,,,"QoS Data, SN=970, FN=0, Flags=.p....F."
156,44.6538116,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-25dBm,,,"QoS Data, SN=971, FN=0, Flags=.p....F."
159,46.6323802,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-39dBm,,,"QoS Data, SN=972, FN=0, Flags=.p....F."
164,48.3119608,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,237,-23dBm,,,"QoS Data, SN=973, FN=0, Flags=.p..R.F."
166,49.434705,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-42dBm,,,"QoS Data, SN=974, FN=0, Flags=.p....F."
169,50.6121465,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,117,-40dBm,,,"QoS Data, SN=975, FN=0, Flags=.p..R.F."
173,51.3089694,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,117,-28dBm,,,"QoS Data, SN=976, FN=0, Flags=.p....F."
177,51.6009869,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,117,-31dBm,,,"QoS Data, SN=977, FN=0, Flags=.p..R.F."
178,53.0719891,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,184,-53dBm,,,"QoS Data, SN=978, FN=0, Flags=.p....F."
180,53.2718428,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,184,-29dBm,,,"QoS Data, SN=979, FN=0, Flags=.p..R.F."
182,54.408307,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,242,-21dBm,,,"QoS Data, SN=980, FN=0, Flags=.p....F."
187,55.0566455,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,242,-22dBm,,,"QoS Data, SN=981, FN=0, Flags=.p....F."
192,56.6958082,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,220,-37dBm,,,"QoS Data, SN=982, FN=0, Flags=.p..R.F."
194,57.6980324,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-40dBm,,,"QoS Data, SN=983, FN=0, Flags=.p..R.F."
198,58.3267113,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-34dBm,,,"QoS Data, SN=984, FN=0, Flags=.p....F."
202,58.677914,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-34dBm,,,"QoS Data, SN=985, FN=0, Flags=.p....F."
204,59.4350863,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-22dBm,,,"QoS Data, SN=986, FN=0, Flags=.p..R.F."
208,61.226914300000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-39dBm,,,"QoS Data, SN=987, FN=0, Flags=.p..R.F."
210,62.608092500000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-35dBm,,,"QoS Data, SN=988, FN=0, Flags=.p....F."
215,64.204082,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,216,-35dBm,,,"QoS Data, SN=989, FN=0, Flags=.p....F."
217,65.4495429,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,118,-24dBm,,,"QoS Data, SN=990, FN=0, Flags=.p....F."
218,66.3288503,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,118,-36dBm,,,"QoS Data, SN=991, FN=0, Flags=.p....F."
220,68.0346598,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-37dBm,,,"QoS Data, SN=992, FN=0, Flags=.p....F."
221,68.7949426,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-15dBm,,,"QoS Data, SN=993, FN=0, Flags=.p....F."
223,70.4308073,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-32dBm,,,"QoS Data, SN=994, FN=0, Flags=.p..R.F."
224,71.3588589,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-32dBm,,,"QoS Data, SN=995, FN=0, Flags=.p....F."
229,72.340731,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-36dBm,,,"QoS Data, SN=996, FN=0, Flags=.p....F."
230,74.0252085,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-40dBm,,,"QoS Data, SN=997, FN=0, Flags=.p....F."
235,74.8117404,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-33dBm,,,"QoS Data, SN=998, FN=0, Flags=.p....F."
239,75.8967999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-36dBm,,,"QoS Data, SN=999, FN=0, Flags=.p....F."
240,77.8582193,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,166,-21dBm,,,"QoS Data, SN=1000, FN=0, Flags=.p....F."
243,79.6765549,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,210,-39dBm,,,"QoS Data, SN=1001, FN=0, Flags=.p....F."
244,80.9184201,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-32dBm,,,"QoS Data, SN=1002, FN=0, Flags=.p..R.F."
249,81.61168900000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-29dBm,,,"QoS Data, SN=1003, FN=0, Flags=.p..R.F."
250,82.48137310000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-30dBm,,,"QoS Data, SN=1004, FN=0, Flags=.p....F."
252,83.44843060000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-46dBm,,,"QoS Data, SN=1005, FN=0, Flags=.p....F."
257,85.28992640000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-29dBm,,,"QoS Data, SN=1006, FN=0, Flags=.p....F."
261,87.217554,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,195,-28dBm,,,"QoS Data, SN=1007, FN=0, Flags=.p....F."
263,89.1973164,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-29dBm,,,"QoS Data, SN=1008, FN=0, Flags=.p..R.F."
266,89.5986486,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-24dBm,,,"QoS Data, SN=1009, FN=0, Flags=.p....F."
271,89.7268513,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-26dBm,,,"QoS Data, SN=1010, FN=0, Flags=.p....F."
272,89.9181374,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-32dBm,,,"QoS Data, SN=1011, FN=0, Flags=.p..R.F."
275,91.4884691,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-23dBm,,,"QoS Data, SN=1012, FN=0, Flags=.p..R.F."
280,91.7755173,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-35dBm,,,"QoS Data, SN=1013, FN=0, Flags=.p....F."
285,92.7443956,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-44dBm,,,"QoS Data, SN=1014, FN=0, Flags=.p..R.F."
290,93.3505281,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-32dBm,,,"QoS Data, SN=1015, FN=0, Flags=.p....F."
292,94.2005905,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-45dBm,,,"QoS Data, SN=1016, FN=0, Flags=.p....F."
296,95.0730668,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-41dBm,,,"QoS Data, SN=1017, FN=0, Flags=.p....F."
299,96.49744720000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,214,-27dBm,,,"QoS Data, SN=1018, FN=0, Flags=.p....F."
300,98.32949750000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-23dBm,,,"QoS Data, SN=1019, FN=0, Flags=.p....F."
301,98.76557460000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-33dBm,,,"QoS Data, SN=1020, FN=0, Flags=.p....F."
302,100.68243770000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-20dBm,,,"QoS Data, SN=1021, FN=0, Flags=.p....F."
305,101.35180150000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-25dBm,,,"QoS Data, SN=1022, FN=0, Flags=.p....F."
307,101.50638510000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-32dBm,,,"QoS Data, SN=1023, FN=0, Flags=.p....F."
309,102.56658380000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-54dBm,,,"QoS Data, SN=1024, FN=0, Flags=.p....F."
314,103.05560550000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-43dBm,,,"QoS Data, SN=1025, FN=0, Flags=.p..R.F."
315,104.10620890000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,241,-32dBm,,,"QoS Data, SN=1026, FN=0, Flags=.p....F."
320,105.02141170000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,241,-31dBm,,,"QoS Data, SN=1027, FN=0, Flags=.p....F."
321,106.47875280000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,253,-31dBm,,,"QoS Data, SN=1028, FN=0, Flags=.p....F."
325,107.16156170000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,253,-19dBm,,,"QoS Data, SN=1029, FN=0, Flags=.p..R.F."
329,108.5074046,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,133,-26dBm,,,"QoS Data, SN=1030, FN=0, Flags=.p....F."
333,110.0378436,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-29dBm,,,"QoS Data, SN=1031, FN=0, Flags=.p....F."
335,111.4289759,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-29dBm,,,"QoS Data, SN=1032, FN=0, Flags=.p....F."
340,113.34621659999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-26dBm,,,"QoS Data, SN=1033, FN=0, Flags=.p....F."
341,114.64872059999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-44dBm,,,"QoS Data, SN=1034, FN=0, Flags=.p....F."
343,114.7011941,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-26dBm,,,"QoS Data, SN=1035, FN=0, Flags=.p....F."
344,115.369299,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-37dBm,,,"QoS Data, SN=1036, FN=0, Flags=.p....F."
345,116.86780159999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-25dBm,,,"QoS Data, SN=1037, FN=0, Flags=.p....F."
346,118.7288801,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-28dBm,,,"QoS Data, SN=1038, FN=0, Flags=.p....F."
347,119.0415623,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-29dBm,,,"QoS Data, SN=1039, FN=0, Flags=.p....F."
352,120.76812729999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-37dBm,,,"QoS Data, SN=1040, FN=0, Flags=.p....F."
353,121.88339249999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-35dBm,,,"QoS Data, SN=1041, FN=0, Flags=.p....F."
358,122.23669349999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-29dBm,,,"QoS Data, SN=1042, FN=0, Flags=.p....F."
359,123.69573259999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-35dBm,,,"QoS Data, SN=1043, FN=0, Flags=.p....F."
362,124.90667739999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-43dBm,,,"QoS Data, SN=1044, FN=0, Flags=.p....F."
367,126.49251959999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-30dBm,,,"QoS Data, SN=1045, FN=0, Flags=.p....F."
368,128.24783159999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-30dBm,,,"QoS Data, SN=1046, FN=0, Flags=.p..R.F."
370,129.6277624,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-34dBm,,,"QoS Data, SN=1047, FN=0, Flags=.p....F."
371,131.4755184,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-26dBm,,,"QoS Data, SN=1048, FN=0, Flags=.p....F."
373,132.9239773,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-42dBm,,,"QoS Data, SN=1049, FN=0, Flags=.p....F."
378,133.8980407,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-49dBm,,,"QoS Data, SN=1050, FN=0, Flags=.p....F."
379,134.5134449,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-42dBm,,,"QoS Data, SN=1051, FN=0, Flags=.p..R.F."
381,135.3064705,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-50dBm,,,"QoS Data, SN=1052, FN=0, Flags=.p....F."
383,136.06466369999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-34dBm,,,"QoS Data, SN=1053, FN=0, Flags=.p..R.F."
384,137.03365409999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-47dBm,,,"QoS Data, SN=1054, FN=0, Flags=.p....F."
386,137.80791299999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-28dBm,,,"QoS Data, SN=1055, FN=0, Flags=.p....F."
390,137.89673739999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-30dBm,,,"QoS Data, SN=1056, FN=0, Flags=.p....F."
392,138.21382679999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-34dBm,,,"QoS Data, SN=1057, FN=0, Flags=.p..R.F."
396,138.67163189999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-24dBm,,,"QoS Data, SN=1058, FN=0, Flags=.p....F."
398,138.92198499999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-34dBm,,,"QoS Data, SN=1059, FN=0, Flags=.p..R.F."
402,139.9193585,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-41dBm,,,"QoS Data, SN=1060, FN=0, Flags=.p....F."
403,141.8004637,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-39dBm,,,"QoS Data, SN=1061, FN=0, Flags=.p....F."
404,142.48619929999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-30dBm,,,"QoS Data, SN=1062, FN=0, Flags=.p....F."
406,142.6456854,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-34dBm,,,"QoS Data, SN=1063, FN=0, Flags=.p..R.F."
407,143.94191619999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,197,-39dBm,,,"QoS Data, SN=1064, FN=0, Flags=.p..R.F."
408,145.12378639999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,219,-29dBm,,,"QoS Data, SN=1065, FN=0, Flags=.p....F."
411,146.49497149999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-33dBm,,,"QoS Data, SN=1066, FN=0, Flags=.p..R.F."
416,146.96645839999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-16dBm,,,"QoS Data, SN=1067, FN=0, Flags=.p....F."
418,148.22337529999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-28dBm,,,"QoS Data, SN=1068, FN=0, Flags=.p....F."
422,149.27128489999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,199,-42dBm,,,"QoS Data, SN=1069, FN=0, Flags=.p..R.F."
424,149.61163739999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,199,-23dBm,,,"QoS Data, SN=1070, FN=0, Flags=.p..R.F."
428,151.43774459999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,189,-30dBm,,,"QoS Data, SN=1071, FN=0, Flags=.p....F."
431,152.82336839999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-26dBm,,,"QoS Data, SN=1072, FN=0, Flags=.p..R.F."
432,154.80297389999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-33dBm,,,"QoS Data, SN=1073, FN=0, Flags=.p....F."
433,156.32839189999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-34dBm,,,"QoS Data, SN=1074, FN=0, Flags=.p....F."
438,156.49564349999991,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-25dBm,,,"QoS Data, SN=1075, FN=0, Flags=.p..R.F."
443,157.2813194999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-38dBm,,,"QoS Data, SN=1076, FN=0, Flags=.p....F."
445,158.1118037999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-42dBm,,,"QoS Data, SN=1077, FN=0, Flags=.p..R.F."
448,158.7693155999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-19dBm,,,"QoS Data, SN=1078, FN=0, Flags=.p..R.F."
452,159.88966309999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-40dBm,,,"QoS Data, SN=1079, FN=0, Flags=.p..R.F."
454,160.86784309999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-39dBm,,,"QoS Data, SN=1080, FN=0, Flags=.p..R.F."
458,161.65266679999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-35dBm,,,"QoS Data, SN=1081, FN=0, Flags=.p....F."
462,162.23954589999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-37dBm,,,"QoS Data, SN=1082, FN=0, Flags=.p....F."
466,163.07460149999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-37dBm,,,"QoS Data, SN=1083, FN=0, Flags=.p....F."
471,163.50400209999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-37dBm,,,"QoS Data, SN=1084, FN=0, Flags=.p..R.F."
473,164.40360719999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-30dBm,,,"QoS Data, SN=1085, FN=0, Flags=.p....F."
476,165.08560719999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-48dBm,,,"QoS Data, SN=1086, FN=0, Flags=.p....F."
478,165.94987349999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-35dBm,,,"QoS Data, SN=1087, FN=0, Flags=.p....F."
481,167.47282599999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-23dBm,,,"QoS Data, SN=1088, FN=0, Flags=.p..R.F."
484,167.49259599999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-40dBm,,,"QoS Data, SN=1089, FN=0, Flags=.p..R.F."
486,168.79634989999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-34dBm,,,"QoS Data, SN=1090, FN=0, Flags=.p..R.F."
491,169.57023659999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-38dBm,,,"QoS Data, SN=1091, FN=0, Flags=.p....F."
495,170.36730539999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-30dBm,,,"QoS Data, SN=1092, FN=0, Flags=.p..R.F."
500,172.14713489999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-27dBm,,,"QoS Data, SN=1093, FN=0, Flags=.p....F."
503,173.19478429999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,160,-53dBm,,,"QoS Data, SN=1094, FN=0, Flags=.p....F."
504,174.55826969999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-42dBm,,,"QoS Data, SN=1095, FN=0, Flags=.p....F."
509,175.64428789999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-25dBm,,,"QoS Data, SN=1096, FN=0, Flags=.p....F."
510,176.95705759999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-27dBm,,,"QoS Data, SN=1097, FN=0, Flags=.p....F."
511,178.13731749999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-41dBm,,,"QoS Data, SN=1098, FN=0, Flags=.p....F."
515,179.05781839999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-34dBm,,,"QoS Data, SN=1099, FN=0, Flags=.p..R.F."
518,179.25737389999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-36dBm,,,"QoS Data, SN=1100, FN=0, Flags=.p..R.F."
